folder	frame	file_id	bytes
potassium_box20_open	frame_0018.png	1p31kCoOmC6Bki0b1cniUyHhATbgCyWYo	1494898
potassium_box20_open	frame_0019.png	18nPpB6qABimDZZRWSAAT5Z9egJskPJya	1468596
potassium_box20_open	frame_0020.png	1ndrMbj-nEiIetuLII6UWtwOAf1aVugsP	1462578
potassium_box20_open	frame_0021.png	14TTANv_p-RG9t6LxkZlA00pxvPT6V6Pu	1459442
potassium_box20_open	frame_0022.png	1Cx0KcLaS2ds3dVIf9VF4Lpp22CxGvLwz	1462960
potassium_box20_open	frame_0023.png	1uc894gWKF5-o7lL-JkNO--TgMbIAIhLy	1468572
potassium_box20_open	frame_0024.png	1Z3AHqjfY-G4bZZR4sgB60PEKNU8JxtwP	1470101
potassium_box20_turn	frame_0001.png	1L2R99sHQJGR_9x6f-ngZeYSKoV7a0hRg	744026
potassium_box20_turn	frame_0002.png	11241HUM_ElAGYQsb_iiRh4Ol4Tq6gE-I	815932
potassium_box20_turn	frame_0003.png	1bPV7bd1UiagDjKvNR4eEwMn_zP5cgOSL	974897
potassium_box20_turn	frame_0004.png	1luk8ouZUtuh-XwERhhqKT-Wmb2-BUMWY	1043812
potassium_box20_turn	frame_0005.png	1DYL97z5T9g8PjY_-GX4l7lwg2hi-A7tO	1045411
potassium_box20_turn	frame_0006.png	1YFGD2LANQczNcZRs0aM8yl0UbZKq2N_i	1059322
potassium_box20_turn	frame_0007.png	1fcr7GZXW97lizPgXkfe-EUeZkJfU1sF6	1014449
potassium_box20_turn	frame_0008.png	1NBsz3KfPTtKEJpZhpB3V34mM1V9dLsu_	927933
potassium_box20_turn	frame_0009.png	1jfcwbkqB4uriN6c0q9GeKCk_bIlvL2_J	756246
potassium_box20_turn	frame_0010.png	1CA_IVXh1HWYbORZ3y8xthMYYSSwRxMTf	691410
potassium_box20_turn	frame_0011.png	1UlrSlIoAy6mfvmMi1p_PtJWdq8-zdOhj	795837
potassium_box20_turn	frame_0012.png	1BlzICqnl0AY_y-a9IvvO13CiVNUi_PtU	972272
potassium_box20_turn	frame_0013.png	1a4_dD-3grAcoU8O48xT1LRSiNEbKXIvo	993995
potassium_box20_turn	frame_0014.png	183rXnR78zZNGykbR7kbfYUiTm6kBMVSc	997041
potassium_box20_turn	frame_0015.png	1yfaFFSH1W6nuo01qit-UEFTxlInPuSbP	1006693
potassium_box20_turn	frame_0016.png	1HlbQ87t5Q0woH6VLOrl0W0jqa3OsU3Nq	973048
potassium_box20_turn	frame_0017.png	1QjnzUarNIpO1fy_tQPEQ7O-sQxPrn8os	873741
potassium_box20_turn	frame_0018.png	1woxDttzEYEXhTJUINv8az2hXhnm0D4A1	699046
potassium_box20_turn	frame_0019.png	1ujufJsIwtjz2vT-19_lEGZNnkuFWu4mr	680438
potassium_box20_turn	frame_0020.png	1Fs9_nxbncH-IihfmA4AoFcCUyVUwDepz	737230
potassium_box20_turn	frame_0021.png	14TQ2s9G9SeZnuxXUedB6ZdEwT_Q9la7t	932287
potassium_box20_turn	frame_0022.png	1Pvr6IRtR-scGS0oImsTBf6EupM0-xl4z	1045984
potassium_box20_turn	frame_0023.png	12oQDGGRJRBT_DknE7ztrEz14TdFS04sz	1084517
potassium_box20_turn	frame_0024.png	1Sjl3wJ--0vRFasBcToh-Qu8kq6na4jRY	1144432
potassium_box20_turn	frame_0025.png	1PtEiFXvzyTqJ2uJsKccH5opoRrWZdFWs	1136109
potassium_box20_turn	frame_0026.png	1IXK_XoCBp6Lly_OhrdjJvd4Uwbtx3G5F	1089910
potassium_box20_turn	frame_0027.png	1V6I_ej8BbYqAJ5-yYN2efeifHM8k7gfY	939346
potassium_box20_turn	frame_0028.png	1m8uUXtu0AAECc8yzcaJWoGcAs8QAf4OV	840197
potassium_box20_turn	frame_0029.png	1U7DbKpHB5rObcDZN1Q0ay0PsO9Yvijqv	955771
potassium_box20_turn	frame_0030.png	102cEVq9JVx6hj5Mt673wv1U7wPY8GGBj	1117130
potassium_box20_turn	frame_0031.png	1X49d7LXdopiGvlpUzLw0qYSWGKPKqaPR	1163285
potassium_box20_turn	frame_0032.png	18aZZnP6cnr9UobBRyBQiFpPgDKr3Nm4k	1161792
potassium_box20_turn	frame_0033.png	1bfbN8wxpUgZfVy9OQR0YKHtMzRxfLNIN	1167014
potassium_box20_turn	frame_0034.png	1ChonERsbx-Q3UzdPbn2-9IoaUxJvbb_m	1104965
potassium_box20_turn	frame_0035.png	1Dc0ZfGl2lOcmsWe8iFCLRrenblUkZjZJ	956861
potassium_box20_turn	frame_0036.png	1nu3JVWRSU4fbhYsz9vRqF6oEHFCFaKnD	774787
potassium_day6_open	frame_0001.png	1CGDo6khZbNLU13495i0jxTo2umyKD6hd	833451
potassium_day6_open	frame_0002.png	1dGVLI0neCwxIlSq4OTtrRgUoTc0I6mS4	835047
potassium_day6_open	frame_0003.png	10D6cmHVPBVLve1zqfLaHxbjk3_NgsHdx	836108
potassium_day6_open	frame_0004.png	1lkVglQeQlz2tf2mo91RIGum6cp_Om2c-	837870
potassium_day6_open	frame_0005.png	1SdKghXAD0ggpySw_j4-jzxVJAKoFgEHL	840633
potassium_day6_open	frame_0006.png	1Gyp0qHMyoF9VybGDVPyt_GT_A8rvPpbs	850558
potassium_day6_open	frame_0007.png	1u0TwEU5vXhQJs2Kj2lfbdCKTGsm7NFzE	858811
potassium_day6_open	frame_0008.png	1_va4Dya_EDmVXqN02BSuUUcAdM-c0R7Z	834446
potassium_day6_open	frame_0009.png	1iP3sp6K98_my-ntv-3UBC_pox0Cf3m7q	823122
potassium_day6_open	frame_0010.png	1L1TlHJShMLwOQW6-DqapoAqZSU3bbPe5	831868
potassium_day6_open	frame_0011.png	19HxQ55aOBPtAXF3V52lB9ZHQEGYaUphP	853801
potassium_day6_open	frame_0012.png	134yzjBgFNBKKsGCuNBD5O12fyS1a_16G	882767
potassium_day6_open	frame_0013.png	1hI3GE81ETag4cgL7D1wcnjuLs0iEs6hJ	889181
potassium_day6_open	frame_0014.png	1Ad4llDLnyZwJcNzBm1IhLNymQQBwq6ZU	873945
potassium_day6_open	frame_0015.png	1ein3USVPfwKAqUoYx7pbvxJ6gozgVwix	860863
potassium_day6_open	frame_0016.png	1ckZ_kFpdbV_pFRNzu8L0SU-v8maHft_p	863853
potassium_day6_open	frame_0017.png	1wnju2AY3pdQDSsgdrpQO_0n6mnOG0e7h	867382
potassium_day6_open	frame_0018.png	1g0E9ikO3hfcKyqw-SuaAJ4O4ZQjjaXWa	867560
potassium_day6_open	frame_0019.png	1-EtqfOYzzcpEcUUXLnfv_SDP5Aq-8Tw9	867830
potassium_day6_open	frame_0020.png	1N9Wt8xDYeozddldVJ3o2UU3BO54LrgAu	872267
potassium_day6_open	frame_0021.png	1sO-A2Oq6OLp3hD_yIusBR4-mUJawziXo	866559
potassium_day6_open	frame_0022.png	1sfd6IF9QLhPn_CL-_KP0BWjLQNFDowYq	866145
potassium_day6_open	frame_0023.png	1X8NVmvNnCp9ODB06KntzavBZES3heOWc	864993
potassium_day6_open	frame_0024.png	1MhBTcyBqowE_1VGB0Or62DiD5j5z9cLe	864966
potassium_day6_turn	frame_0001.png	1VJJNl0VgNTvBIxFGg-_lHSJiW4F-zXZm	574657
potassium_day6_turn	frame_0002.png	1NhssexP2hm1Eq5g42KJcZyaaWQDuHvgQ	689308
potassium_day6_turn	frame_0003.png	1MuWBrrJWIW2X7AYhnbBh8scvizsOZB9l	723302
potassium_day6_turn	frame_0004.png	1lir4HbicAqTNrtmr3uNqR04feSbHBOxA	794816
potassium_day6_turn	frame_0005.png	18Ulw9UgFjIPiVQiWlQiynHKrI_WUsdgS	805353
potassium_day6_turn	frame_0006.png	1z752n9RFIjjfV_ZfIXiVTi9Bd_fbSiy0	780141
potassium_day6_turn	frame_0007.png	12-U094SaClrKFBJISHsExOJbUd2OjXyE	726730
potassium_day6_turn	frame_0008.png	1IhvTRYg5jEEeEBQgd3YcMKH27cNEf-j0	619323
potassium_day6_turn	frame_0009.png	1kLEhhIC8X6e3Ox6YZLS7j6c2F5rFu4fd	506539
potassium_day6_turn	frame_0010.png	1ARbulCo4erdxT0gWV-jsrv3Y4l21FGt3	389725
potassium_day6_turn	frame_0011.png	1RCDWSpuKvowOOwIwa1rFqoyB_irYD2qr	584458
potassium_day6_turn	frame_0012.png	1kU8uvPrFJcLmTvfbuoSlwYrbgI3lH8FM	745405
potassium_day6_turn	frame_0013.png	1H9gltzSkXg-TUe-uE6_Lzhq-E9XeleqL	897407
potassium_day6_turn	frame_0014.png	1B_KGkXj4hrNQpgGz0vcnme9vY4pyStmq	1014298
potassium_day6_turn	frame_0015.png	17t6C-f0sjcbuK9Qoi95LQiZ8__uaMGb4	1088914
potassium_day6_turn	frame_0016.png	1lv9ZmnBwGb7lhMP4RxaUiMFHK2G2gM9_	1117851
potassium_day6_turn	frame_0017.png	1VTItPGnvfi5Z8Yq3qMKuTI91v_jFWM_F	1062881
potassium_day6_turn	frame_0018.png	1cl3oiGyDqulzugBe8vjudjT3L13gFDR2	1011482
potassium_day6_turn	frame_0019.png	18SAYrGdFZkDax-LgkOTzMM7ewpN565KW	883148
potassium_day6_turn	frame_0020.png	18LPULKehOnbh1bQhEKjj6TuxXxxPI9F3	1028954
